,Unnamed: 0,prev_text,current_text,source,literal expression suggestion 1,Good or Not? ,Unnamed: 6,target,third note,literal expression suggestion 2,verbose literal expression,notes,Unnamed: 12,pos,source_pos
28,28,People elect someone but this someone always follows the word and the will of another someone who is superior of him (this is called bank or multi industry or natural resources owner).,"Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.
      ",circle,system,y,1.0,system,,,,,,"[('Democracy', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('circle', 'NOUN'), ('where', 'SCONJ'), ('each', 'PRON'), ('and', 'CCONJ'), ('everybody', 'PRON'), ('have', 'VERB'), ('equal', 'ADJ'), ('distance', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('center', 'NOUN'), (',', 'PUNCT'), ('a', 'DET'), ('center', 'NOUN'), ('which', 'PRON'), ('represents', 'VERB'), ('the', 'DET'), ('one', 'NUM'), ('voice', 'NOUN'), ('for', 'ADP'), ('all', 'PRON'), ('\r\n      ', 'SPACE')]",NOUN
29,29,"We will see judgement of the nations that have rejected the word of truth and the salvation of God in Christ, and the baton of the gospel being passed over to the Jewish nation, as the gentiles fall away (by gentiles falling away I mean less and less people coming to faith in previously Christian gentile nations, not 'true' Christian's rejecting Christ) and the Jews come to believe, with the fullness of the Gentiles having come in.","So yes, I believe as Bob, that much of what we read in scripture is focused on and around Israel and the Middle East, with judgements on the nations also for rejecting the truth and turning to idols of wealth, lust and false teachings.
      ",idols,false values or desires,y,1.0,desires,,desires,immoral desires,,,"[('So', 'ADV'), ('yes', 'INTJ'), (',', 'PUNCT'), ('I', 'PRON'), ('believe', 'VERB'), ('as', 'ADP'), ('Bob', 'PROPN'), (',', 'PUNCT'), ('that', 'SCONJ'), ('much', 'ADJ'), ('of', 'ADP'), ('what', 'PRON'), ('we', 'PRON'), ('read', 'VERB'), ('in', 'ADP'), ('scripture', 'NOUN'), ('is', 'AUX'), ('focused', 'VERB'), ('on', 'ADP'), ('and', 'CCONJ'), ('around', 'ADP'), ('Israel', 'PROPN'), ('and', 'CCONJ'), ('the', 'DET'), ('Middle', 'PROPN'), ('East', 'PROPN'), (',', 'PUNCT'), ('with', 'ADP'), ('judgements', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('nations', 'NOUN'), ('also', 'ADV'), ('for', 'ADP'), ('rejecting', 'VERB'), ('the', 'DET'), ('truth', 'NOUN'), ('and', 'CCONJ'), ('turning', 'VERB'), ('to', 'ADP'), ('idols', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), (',', 'PUNCT'), ('lust', 'NOUN'), ('and', 'CCONJ'), ('false', 'ADJ'), ('teachings', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
30,30,"And thus anarchy means coordination, without rule from the bureaucracy broadly defined, the economical and/or political/administrative superiors in private and public sectors (in contrast to the people), down towards the bottom, i.e. in a coercive, repressive manner.","b) and t hus,""anarchy"" is higher forms of economical and political/adminstrative democracy ; 1. ideally , i.e. 100% anarchy ; mean ing 100% coordination on equal footing, without superiors and subordinates, horizontal organization, and co-
      ",forms,not metaphorical,n,0.0,types,not that metaphorical,types,,,,"[('b', 'X'), ('and', 'CCONJ'), ('t', 'NOUN'), ('hus,""anarchy', 'NOUN'), ('""', 'PUNCT'), ('is', 'AUX'), ('higher', 'ADJ'), ('forms', 'NOUN'), ('of', 'ADP'), ('economical', 'ADJ'), ('and', 'CCONJ'), ('political', 'ADJ'), ('/', 'SYM'), ('adminstrative', 'ADJ'), ('democracy', 'NOUN'), (';', 'PUNCT'), ('1', 'X'), ('ideally', 'ADV'), (',', 'PUNCT'), ('i.e.', 'X'), ('100', 'NUM'), ('anarchy', 'NOUN'), (';', 'PUNCT'), ('mean', 'VERB'), ('ing', 'NOUN'), ('100', 'NUM'), ('coordination', 'NOUN'), ('on', 'ADP'), ('equal', 'ADJ'), ('footing', 'NOUN'), (',', 'PUNCT'), ('without', 'ADP'), ('superiors', 'NOUN'), ('and', 'CCONJ'), ('subordinates', 'NOUN'), (',', 'PUNCT'), ('horizontal', 'ADJ'), ('organization', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('co-', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
31,31,"Wow Lingsun, you have shined a light for us all.","Thank you for helping to free us from the clutches of democracy and community and sharing.&lt;/saracasm&gt;
      ",clutches,control,y,1.0,oppression,,oppression,,,,"[('Thank', 'VERB'), ('you', 'PRON'), ('for', 'ADP'), ('helping', 'VERB'), ('to', 'PART'), ('free', 'VERB'), ('us', 'PRON'), ('from', 'ADP'), ('the', 'DET'), ('clutches', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('and', 'CCONJ'), ('community', 'NOUN'), ('and', 'CCONJ'), ('sharing.&lt;/saracasm&gt', 'PROPN'), (';', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
32,32,[EMPTY],"This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
    ",underwear,reputation,y,1.0,reputation,,part,insignificant part,Skidmark on underwear is idiomatic,,"[('This', 'DET'), ('guy', 'NOUN'), ('is', 'AUX'), ('nothing', 'PRON'), ('more', 'ADJ'), ('than', 'ADP'), ('a', 'DET'), ('skidmark', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('underwear', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('when', 'SCONJ'), ('we', 'PRON'), ('get', 'AUX'), ('done', 'VERB'), ('you', 'PRON'), (""'ll"", 'AUX'), ('think', 'VERB'), ('so', 'ADV'), (',', 'PUNCT'), ('too', 'ADV'), ('\r\n    ', 'SPACE')]",NOUN
33,33,This is a tolerance that is unthinkable in our part of the world.,"Yet if we are to rescue the people of South Asia from the scourge of poverty, disease, war, ignorance, pestilence and hunger, this is the model to follow.
      ",scourge,hardship,y,1.0,hardship,,situation,"negative situation, detrimental situation, undesireable situation",,,"[('Yet', 'CCONJ'), ('if', 'SCONJ'), ('we', 'PRON'), ('are', 'AUX'), ('to', 'PART'), ('rescue', 'VERB'), ('the', 'DET'), ('people', 'NOUN'), ('of', 'ADP'), ('South', 'PROPN'), ('Asia', 'PROPN'), ('from', 'ADP'), ('the', 'DET'), ('scourge', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), (',', 'PUNCT'), ('disease', 'NOUN'), (',', 'PUNCT'), ('war', 'NOUN'), (',', 'PUNCT'), ('ignorance', 'NOUN'), (',', 'PUNCT'), ('pestilence', 'NOUN'), ('and', 'CCONJ'), ('hunger', 'NOUN'), (',', 'PUNCT'), ('this', 'PRON'), ('is', 'AUX'), ('the', 'DET'), ('model', 'NOUN'), ('to', 'PART'), ('follow', 'VERB'), ('\r\n      ', 'SPACE')]",NOUN
34,34,Why would this be a politically brilliant move?,"First, it wraps the opposition in the mantle of popular democracy.
      ",mantle,label,y,1.0,label,,category,,Label could also be considered metaphorical,,"[('First', 'ADV'), (',', 'PUNCT'), ('it', 'PRON'), ('wraps', 'VERB'), ('the', 'DET'), ('opposition', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('mantle', 'NOUN'), ('of', 'ADP'), ('popular', 'ADJ'), ('democracy', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
35,35,[EMPTY],"We need to return to a constitutional federal government, instead of this bloated leech of bureaucracy.
    ",leech,burden,y,1.0,problem,,problem,"liability, taker",Burden could also be considered metaphorical,,"[('We', 'PRON'), ('need', 'VERB'), ('to', 'PART'), ('return', 'VERB'), ('to', 'ADP'), ('a', 'DET'), ('constitutional', 'ADJ'), ('federal', 'ADJ'), ('government', 'NOUN'), (',', 'PUNCT'), ('instead', 'ADV'), ('of', 'ADP'), ('this', 'DET'), ('bloated', 'ADJ'), ('leech', 'NOUN'), ('of', 'ADP'), ('bureaucracy', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
36,36,"Their power is gained by deception-using 3rd party agents, control of media, education, infiltration and ""covet means""-the ability to coin (create) the money of the planet, it is used to finance wars and all facets of their control, belief in money, the monetary system is vital; money is therefore a religion.","Governments are fictions and gain their power through the belief of the population that the government has power, when in reality the only power the government has is from the people, if the people cease to blindly believe, the power of the ruling elite could be broken, but this is very unlikely with so much hate in the world and non-caring for your neighbor.
      ",fictions,constructs,y,1.0,constructs,,illusions,,,,"[('Governments', 'NOUN'), ('are', 'AUX'), ('fictions', 'NOUN'), ('and', 'CCONJ'), ('gain', 'VERB'), ('their', 'PRON'), ('power', 'NOUN'), ('through', 'ADP'), ('the', 'DET'), ('belief', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('population', 'NOUN'), ('that', 'PRON'), ('the', 'DET'), ('government', 'NOUN'), ('has', 'VERB'), ('power', 'NOUN'), (',', 'PUNCT'), ('when', 'SCONJ'), ('in', 'ADP'), ('reality', 'NOUN'), ('the', 'DET'), ('only', 'ADJ'), ('power', 'NOUN'), ('the', 'DET'), ('government', 'NOUN'), ('has', 'VERB'), ('is', 'AUX'), ('from', 'ADP'), ('the', 'DET'), ('people', 'NOUN'), (',', 'PUNCT'), ('if', 'SCONJ'), ('the', 'DET'), ('people', 'NOUN'), ('cease', 'VERB'), ('to', 'PART'), ('blindly', 'ADV'), ('believe', 'VERB'), (',', 'PUNCT'), ('the', 'DET'), ('power', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('ruling', 'VERB'), ('elite', 'NOUN'), ('could', 'AUX'), ('be', 'AUX'), ('broken', 'VERB'), (',', 'PUNCT'), ('but', 'CCONJ'), ('this', 'PRON'), ('is', 'AUX'), ('very', 'ADV'), ('unlikely', 'ADJ'), ('with', 'ADP'), ('so', 'ADV'), ('much', 'ADJ'), ('hate', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('world', 'NOUN'), ('and', 'CCONJ'), ('non', 'ADJ'), ('caring', 'ADJ'), ('for', 'ADP'), ('your', 'PRON'), ('neighbor', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
37,37,The Five Faces of False Religion,"How to tell if the religion or faith-based system you follow is false
      ",system,belief,y,1.0,worldview,,worldview,,System doesn't seem strongly metaphorical here,,"[('How', 'SCONJ'), ('to', 'PART'), ('tell', 'VERB'), ('if', 'SCONJ'), ('the', 'DET'), ('religion', 'NOUN'), ('or', 'CCONJ'), ('faith', 'NOUN'), ('based', 'VERB'), ('system', 'NOUN'), ('you', 'PRON'), ('follow', 'VERB'), ('is', 'AUX'), ('false', 'ADJ'), ('\r\n      ', 'SPACE')]",NOUN
38,38,"My gun is scattered about the house, I will return in just a moment.""","You then calmly get out of bed, go to the kitchen to get the key to the guncase out of hte sugar, you get the gun body, and the key to the bookcase that has the cylinder.
      ",body,handle,n,0.0,part,,part,"main part, primary part",,,"[('You', 'PRON'), ('then', 'ADV'), ('calmly', 'ADV'), ('get', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('bed', 'NOUN'), (',', 'PUNCT'), ('go', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('kitchen', 'NOUN'), ('to', 'PART'), ('get', 'VERB'), ('the', 'DET'), ('key', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('guncase', 'PROPN'), ('out', 'ADP'), ('of', 'ADP'), ('hte', 'PROPN'), ('sugar', 'PROPN'), (',', 'PUNCT'), ('you', 'PRON'), ('get', 'VERB'), ('the', 'DET'), ('gun', 'NOUN'), ('body', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('the', 'DET'), ('key', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('bookcase', 'NOUN'), ('that', 'PRON'), ('has', 'VERB'), ('the', 'DET'), ('cylinder', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
39,39,"Additionally, New Hampshire's lack of a broad-based tax system (aside from the controversial state-wide property tax) has resulted in the state's local communities having some of the nation's highest property taxes.","Overall, New Hampshire remains ranked 49th among states in combined average state and local tax burden.
      ",burden,cost,y,1.0,cost,,level,,,,"[('Overall', 'ADV'), (',', 'PUNCT'), ('New', 'PROPN'), ('Hampshire', 'PROPN'), ('remains', 'VERB'), ('ranked', 'VERB'), ('49th', 'NOUN'), ('among', 'ADP'), ('states', 'NOUN'), ('in', 'ADP'), ('combined', 'VERB'), ('average', 'ADJ'), ('state', 'NOUN'), ('and', 'CCONJ'), ('local', 'ADJ'), ('tax', 'NOUN'), ('burden', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
40,40,"Swapping out countertops and cabinetry can have a more dramatic (and instantaneous) aesthetic effect, provided your budget isn't on life support.","If you haven't yet found inspiration in our countertop overview, steer your trusty Internet browser toward apartment mecca (the Midwest addition) and rejoice in the beauty that is recycled glass countertops.
      ",apartment,not metaphorical,y,1.0,,not that metaphorical,,,"Source is the name of a website about apartment interior design, decoration, or furnishings",,"[('If', 'SCONJ'), ('you', 'PRON'), ('have', 'AUX'), (""n't"", 'PART'), ('yet', 'ADV'), ('found', 'VERB'), ('inspiration', 'NOUN'), ('in', 'ADP'), ('our', 'PRON'), ('countertop', 'NOUN'), ('overview', 'NOUN'), (',', 'PUNCT'), ('steer', 'VERB'), ('your', 'PRON'), ('trusty', 'ADJ'), ('Internet', 'NOUN'), ('browser', 'NOUN'), ('toward', 'ADP'), ('apartment', 'NOUN'), ('mecca', 'NOUN'), ('the', 'DET'), ('Midwest', 'PROPN'), ('addition', 'NOUN'), ('and', 'CCONJ'), ('rejoice', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('beauty', 'NOUN'), ('that', 'PRON'), ('is', 'AUX'), ('recycled', 'VERB'), ('glass', 'NOUN'), ('countertops', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
41,41,"We Republicans see in our constitutional form of government the great framework which assures the orderly but dynamic fulfillment of the whole man, and we see the whole man as the great reason for instituting orderly government in the first place.","We see, in private property and in economy based upon and fostering private property, the one way to make government a durable ally of the whole man, rather than his determined enemy.
      ",ally,source of individual rights,n,0.0,boon,,,"friend, benefactor",Friend and benefactor could also be considered metaphorical,,"[('We', 'PRON'), ('see', 'VERB'), (',', 'PUNCT'), ('in', 'ADP'), ('private', 'ADJ'), ('property', 'NOUN'), ('and', 'CCONJ'), ('in', 'ADP'), ('economy', 'NOUN'), ('based', 'VERB'), ('upon', 'SCONJ'), ('and', 'CCONJ'), ('fostering', 'VERB'), ('private', 'ADJ'), ('property', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('one', 'NUM'), ('way', 'NOUN'), ('to', 'PART'), ('make', 'VERB'), ('government', 'NOUN'), ('a', 'DET'), ('durable', 'ADJ'), ('ally', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('whole', 'ADJ'), ('man', 'NOUN'), (',', 'PUNCT'), ('rather', 'ADV'), ('than', 'ADP'), ('his', 'PRON'), ('determined', 'ADJ'), ('enemy', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
42,42,"Running the government printing presses will set the classic conditions for inflation, too many dollars chasing too few goods.","The “stimulus” bill will only stimulate production of taxes and money to cover the trillion dollar debts “as far as the eye can see.”
      ",production,generation,y,1.0,generation,,creation,increase,,,"[('The', 'DET'), ('“', 'PUNCT'), ('stimulus', 'NOUN'), ('”', 'PUNCT'), ('bill', 'NOUN'), ('will', 'AUX'), ('only', 'ADV'), ('stimulate', 'VERB'), ('production', 'NOUN'), ('of', 'ADP'), ('taxes', 'NOUN'), ('and', 'CCONJ'), ('money', 'NOUN'), ('to', 'PART'), ('cover', 'VERB'), ('the', 'DET'), ('trillion', 'NUM'), ('dollar', 'NOUN'), ('debts', 'NOUN'), ('“', 'PUNCT'), ('as', 'ADV'), ('far', 'ADV'), ('as', 'SCONJ'), ('the', 'DET'), ('eye', 'NOUN'), ('can', 'AUX'), ('see', 'VERB'), ('”', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
43,43,[EMPTY],"The Constitutional seed has been firmly placed, and one of the Sheriffs in New Hampshire has conceded that the Obama's placement on the primary ballot in NH is in clear violation of NH law; in that on November 18, 2011, theBallot Law Commission failed to answer the complaint questioning Obama's eligibility.
    ",seed,idea,y,1.0,idea,,concept,rule,,,"[('The', 'DET'), ('Constitutional', 'ADJ'), ('seed', 'NOUN'), ('has', 'AUX'), ('been', 'AUX'), ('firmly', 'ADV'), ('placed', 'VERB'), (',', 'PUNCT'), ('and', 'CCONJ'), ('one', 'NUM'), ('of', 'ADP'), ('the', 'DET'), ('Sheriffs', 'PROPN'), ('in', 'ADP'), ('New', 'PROPN'), ('Hampshire', 'PROPN'), ('has', 'AUX'), ('conceded', 'VERB'), ('that', 'SCONJ'), ('the', 'DET'), ('Obama', 'PROPN'), (""'s"", 'PART'), ('placement', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('primary', 'ADJ'), ('ballot', 'NOUN'), ('in', 'ADP'), ('NH', 'PROPN'), ('is', 'AUX'), ('in', 'ADP'), ('clear', 'ADJ'), ('violation', 'NOUN'), ('of', 'ADP'), ('NH', 'PROPN'), ('law', 'NOUN'), (';', 'PUNCT'), ('in', 'ADP'), ('that', 'PRON'), ('on', 'ADP'), ('November', 'PROPN'), ('18', 'NUM'), (',', 'PUNCT'), ('2011', 'NUM'), (',', 'PUNCT'), ('theBallot', 'PROPN'), ('Law', 'PROPN'), ('Commission', 'PROPN'), ('failed', 'VERB'), ('to', 'PART'), ('answer', 'VERB'), ('the', 'DET'), ('complaint', 'NOUN'), ('questioning', 'VERB'), ('Obama', 'PROPN'), (""'s"", 'PART'), ('eligibility', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
44,44,"The Wealth Shield is all about recognizing the threats to your money, as well as the opportunities in the market that allow you to protect and grow your wealth.","But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
      ",shield,investment,n,0.0,protection,,protection,,,,"[('But', 'CCONJ'), ('in', 'ADP'), ('order', 'NOUN'), ('to', 'PART'), ('build', 'VERB'), ('your', 'PRON'), ('wealth', 'NOUN'), ('shield', 'NOUN'), ('against', 'ADP'), ('the', 'DET'), ('threats', 'NOUN'), ('posed', 'VERB'), ('by', 'ADP'), ('intrusive', 'ADJ'), ('government', 'NOUN'), (',', 'PUNCT'), ('or', 'CCONJ'), ('what', 'PRON'), ('we', 'PRON'), ('call', 'VERB'), ('the', 'DET'), ('“', 'PUNCT'), ('federal', 'ADJ'), ('leviathan', 'NOUN'), (',', 'PUNCT'), ('”', 'PUNCT'), ('central', 'ADJ'), ('bank', 'NOUN'), ('currency', 'NOUN'), ('manipulation', 'NOUN'), (',', 'PUNCT'), ('corporatism', 'NOUN'), ('and', 'CCONJ'), ('other', 'ADJ'), ('exogenous', 'ADJ'), ('threats', 'NOUN'), (',', 'PUNCT'), ('you', 'PRON'), ('have', 'VERB'), ('to', 'PART'), ('remain', 'VERB'), ('nimble', 'ADJ'), ('and', 'CCONJ'), ('flexible', 'ADJ'), ('enough', 'ADV'), ('to', 'PART'), ('be', 'AUX'), ('able', 'ADJ'), ('to', 'PART'), ('move', 'VERB'), ('our', 'PRON'), ('assets', 'NOUN'), ('into', 'ADP'), ('specific', 'ADJ'), ('areas', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('equity', 'NOUN'), (',', 'PUNCT'), ('bond', 'NOUN'), ('and', 'CCONJ'), ('commodity', 'NOUN'), ('markets', 'NOUN'), ('that', 'PRON'), (',', 'PUNCT'), ('at', 'ADP'), ('any', 'DET'), ('given', 'VERB'), ('time', 'NOUN'), (',', 'PUNCT'), ('could', 'AUX'), ('be', 'AUX'), ('outperforming', 'VERB'), ('other', 'ADJ'), ('asset', 'NOUN'), ('classes', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
45,45,[EMPTY],"what's their tax burden been like for the past, say, 5-6 decades or so? fairly low - same story for general burden of governance. which, yes, is a major reason for their incredible economic success.
      ",burden,cost,y,1.0,cost,,cost,,,,"[('what', 'PRON'), (""'s"", 'AUX'), ('their', 'PRON'), ('tax', 'NOUN'), ('burden', 'NOUN'), ('been', 'AUX'), ('like', 'ADP'), ('for', 'ADP'), ('the', 'DET'), ('past', 'NOUN'), (',', 'PUNCT'), ('say', 'INTJ'), (',', 'PUNCT'), ('5', 'NUM'), ('6', 'NUM'), ('decades', 'NOUN'), ('or', 'CCONJ'), ('so', 'ADV'), ('?', 'PUNCT'), ('fairly', 'ADV'), ('low', 'ADJ'), ('same', 'ADJ'), ('story', 'NOUN'), ('for', 'ADP'), ('general', 'ADJ'), ('burden', 'NOUN'), ('of', 'ADP'), ('governance', 'NOUN'), ('which', 'PRON'), (',', 'PUNCT'), ('yes', 'INTJ'), (',', 'PUNCT'), ('is', 'AUX'), ('a', 'DET'), ('major', 'ADJ'), ('reason', 'NOUN'), ('for', 'ADP'), ('their', 'PRON'), ('incredible', 'ADJ'), ('economic', 'ADJ'), ('success', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
46,46,The new Kyrgyz non-profit law lacks this state supervision provision.,"The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
      ",form,type,y,1.0,type,,,,,,"[('The', 'DET'), ('intent', 'NOUN'), ('of', 'ADP'), ('this', 'DET'), ('form', 'NOUN'), ('of', 'ADP'), ('intrusive', 'ADJ'), ('legislation', 'NOUN'), ('is', 'AUX'), ('to', 'PART'), ('keep', 'VERB'), ('an', 'DET'), ('eye', 'NOUN'), ('on', 'ADP'), ('any', 'DET'), ('NGO', 'NOUN'), ('that', 'PRON'), ('could', 'AUX'), ('be', 'AUX'), ('considered', 'VERB'), ('unfavorable', 'ADJ'), ('to', 'ADP'), ('the', 'DET'), ('government', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
